;user_id;questions_135556_what_is_your_gender;questions_135557_how_old_are_you;LSM_group1;questions_135613_who_do_you_share_your_home_with;questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with;questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply;questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3;questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways;questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily;questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us;questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply;questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply;questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
1714;3664438797;Female;45+;Medium;"[""Partner / spouse"", ""Children over 18 years old""]";3;"[""Eat healthily"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Stay hydrated"", ""Exercise regularly"", ""Take vitamin / other supplements""]";"[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""Feeling good about myself""]";"[""Low calorie"", ""Low cholesterol"", ""Low salt""]";"[""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase"", ""Trying to have a variety of colors on my plate"", ""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Counting / tracking calories""]";3+ times a week;"[""Hiking"", ""Cycling"", ""Walking""]";"[""Have herbal tea"", ""Have a bath"", ""Have warm milk""]";"[""Heavy meal"", ""Caffeine""]"
1715;4759330646;Male;25-34;High;"[""Partner / spouse""]";2;"[""Taking time to relax"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Eat healthily""]";"[""Feeling good about myself"", ""To lose / manage my weight""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Watching the size of my portions"", ""Making an effort to find healthy recipes"", ""Snacking less often"", ""Eating dessert less often"", ""Cooking more meals at home""]";3+ times a week;"[""Running""]";"[""No, none of these""]";"[""Heavy meal"", ""Caffeine""]"
1717;3149827695;Female;45+;Low;"[""Partner / spouse""]";2;"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep""]";"[""Feeling good about myself"", ""Have more energy"", ""To lose / manage my weight""]";"[""Low cholesterol""]";"[""Filling half my plate with vegetables""]";Never;;"[""No, none of these""]";"[""No, none of these""]"
1719;6902437410;Male;45+;Low;"[""Partner / spouse"", ""Children over 18 years old""]";4;"[""Take vitamin / other supplements"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Taking time to relax"", ""Exercise regularly""]";"[""To make the most out of/enjoy life"", ""Prevent health conditions in later life"", ""Have more energy""]";"[""None of the above""]";"[""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase"", ""Snacking less often""]";Twice a week;"[""Running"", ""Cycling"", ""Walking"", ""Weights"", ""Strength training""]";"[""Other""]";"[""Caffeine""]"
1724;3767205144;Female;35-44;Low;"[""Partner / spouse""]";5+;"[""Eat healthily""]";"[""Prevent health conditions in later life"", ""Feeling good about myself"", ""Have more energy""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low calorie"", ""High protein""]";"[""Checking nutritional value of the food / drink I purchase""]";Never;;"[""No, none of these""]";"[""Watching TV""]"
1729;7431554624;Male;25-34;Low;"[""Friends / Roommates""]";1;"[""Take vitamin / other supplements"", ""Taking time to relax"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stress control methods"", ""Stay hydrated""]";"[""Feeling good about myself"", ""To live longer"", ""Prevent health conditions in later life""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Counting / tracking calories"", ""Eating out / ordering takeout less frequently""]";Never;;"[""No, none of these""]";"[""No, none of these""]"
1732;4706949696;Female;25-34;Low;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Eat healthily"", ""Exercise regularly"", ""Taking time to relax"", ""Stay hydrated"", ""Make sure I get enough sleep""]";"[""To lose / manage my weight"", ""Prevent health conditions in later life"", ""Specific event (e.g. holiday, wedding)""]";"[""Low calorie"", ""Halal""]";"[""Cooking more meals at home"", ""Eating dessert less often"", ""Snacking less often"", ""Counting / tracking calories""]";Less often;;"[""Have herbal tea"", ""Have a bath""]";"[""Caffeine""]"
1737;27530162100;Male;25-34;Low;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Exercise regularly""]";"[""Prevent health conditions in later life""]";"[""None of the above"", ""None of the above""]";"[""Other"", ""Other""]";Once a week;"[""Running"", ""Other""]";"[""No, none of these""]";"[""Watching TV""]"
1741;6739417242;Female;35-44;High;"[""Parents""]";3;"[""Drink lots of water / fluids"", ""Taking time to relax"", ""Make sure I get enough sleep""]";"[""Specific event (e.g. holiday, wedding)"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]";"[""Pescatarian: eat fish, but no meat""]";"[""Eating out / ordering takeout less frequently"", ""Intermittent fasting"", ""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories"", ""Watching the size of my portions""]";Never;;"[""Have a bath"", ""Take sleeping tablets""]";"[""Alcohol"", ""Caffeine""]"
1743;7579893828;Female;25-34;Medium;"[""Partner / spouse""]";5+;"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Taking time to relax"", ""Stress control methods""]";"[""I feel pressured because everyone else is doing it"", ""To support my family"", ""To manage a health / medical condition""]";"[""Flexitarian: eat meat but control the amount eaten""]";"[""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Shopping at places that have a wide selection of healthy options""]";Once a week;"[""Walking""]";"[""Have a bath""]";"[""Watching TV"", ""Heavy meal"", ""Alcohol"", ""Caffeine""]"
1746;4564481950;Female;45+;High;"[""Partner / spouse"", ""Children under 18 years old""]";4;"[""Exercise regularly"", ""Drink lots of water / fluids"", ""Stress control methods"", ""Taking time to relax"", ""Meditation / positive mindset methods"", ""Eat healthily"", ""Make sure I get enough sleep""]";"[""Have more energy"", ""To lose / manage my weight"", ""To make the most out of/enjoy life""]";"[""Pescatarian: eat fish, but no meat""]";"[""Snacking less often"", ""Filling half my plate with vegetables"", ""Shopping at places that have a wide selection of healthy options"", ""Watching the size of my portions"", ""Trying to have a variety of colors on my plate"", ""Making an effort to find healthy recipes"", ""Intermittent fasting""]";3+ times a week;"[""Spinning"", ""Running"", ""Walking"", ""Yoga/Pilates""]";"[""Meditate""]";"[""No, none of these""]"
1747;3357785058;Female;35-44;Medium;"[""Partner / spouse""]";2;"[""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Stay hydrated"", ""Taking time to relax"", ""Meditation / positive mindset methods"", ""Stress control methods"", ""Eat healthily"", ""Take vitamin / other supplements""]";"[""Prevent health conditions in later life"", ""Have more energy"", ""To live longer""]";"[""Low calorie""]";"[""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase""]";Twice a week;"[""Cycling"", ""Running""]";"[""Have a bath"", ""Meditate""]";"[""Alcohol""]"
1757;7102928251;Female;45+;Medium;"[""Children over 18 years old""]";2;"[""Eat healthily"", ""Make sure I get enough sleep"", ""Stay hydrated"", ""Taking time to relax"", ""Stress control methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Drink lots of water / fluids""]";"[""To manage a health / medical condition"", ""To lose / manage my weight"", ""To make the most out of/enjoy life""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Doing a cleanse"", ""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Making an effort to find healthy recipes"", ""Eating out at places that have healthy options available"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Eating out / ordering takeout less frequently"", ""Snacking less often"", ""Watching the size of my portions"", ""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories""]";Less often;;"[""Have a bath""]";"[""Alcohol"", ""Caffeine""]"
1761;3376773290;Male;18-24;High;"[""Friends / Roommates""]";3;"[""Make sure I get enough sleep"", ""Exercise regularly"", ""Eat healthily"", ""Drink lots of water / fluids"", ""Stay hydrated""]";"[""To make the most out of/enjoy life"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]";"[""Low salt"", ""High protein"", ""Low calorie""]";"[""Counting / tracking calories"", ""Watching the size of my portions"", ""Cooking more meals at home"", ""Making an effort to find healthy recipes"", ""Filling half my plate with vegetables""]";3+ times a week;"[""Aerobics"", ""Running"", ""Hiking"", ""Walking"", ""Cycling""]";"[""Have warm milk""]";"[""No, none of these""]"
1762;5284421568;Female;45+;High;"[""Partner / spouse""]";2;"[""Eat healthily"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]";"[""Feeling good about myself"", ""Have more energy"", ""To make the most out of/enjoy life""]";"[""None of the above""]";"[""Cooking more meals at home"", ""Watching the size of my portions"", ""Eating dessert less often"", ""Counting / tracking calories""]";Once a week;"[""Walking"", ""Other""]";"[""No, none of these""]";"[""No, none of these""]"
1765;6204196350;Male;18-24;High;"[""Parents""]";4;"[""Take vitamin / other supplements""]";"[""To support my family"", ""To manage a health / medical condition"", ""Feeling good about myself""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Snacking less often""]";Few times a month;"[""Walking""]";"[""No, none of these""]";"[""No, none of these""]"
1766;921119922;Female;25-34;Medium;"[""Partner / spouse"", ""Children under 18 years old""]";3;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Exercise regularly""]";"[""To set a good example for my family"", ""Have more energy"", ""To manage a health / medical condition""]";"[""Halal"", ""Low salt"", ""Low / zero carb"", ""Low sugar"", ""High protein"", ""Flexitarian: eat meat but control the amount eaten""]";"[""Watching the size of my portions"", ""Eating dessert less often"", ""Snacking less often""]";3+ times a week;"[""Spinning"", ""Walking""]";"[""No, none of these""]";"[""Heavy meal""]"
1767;6044447526;Female;18-24;High;"[""Children over 18 years old"", ""Parents""]";4;"[""Meditation / positive mindset methods"", ""Eat healthily"", ""Exercise regularly"", ""Drink lots of water / fluids"", ""Make sure I get enough sleep"", ""Stress control methods"", ""Taking time to relax""]";"[""To make the most out of/enjoy life"", ""Have more energy"", ""To improve brain function/ memory""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Halal"", ""Organic""]";"[""Eating out at places that have healthy options available"", ""Cooking more meals at home"", ""Checking / reading the ingredients in food / drink products"", ""Doing a cleanse""]";Once a week;"[""Walking"", ""Running"", ""Cycling"", ""Strength training""]";"[""Have warm milk""]";"[""Caffeine"", ""Browsing on my cell phone / tablet"", ""Alcohol""]"
1771;1385433546;Male;18-24;High;"[""Partner / spouse""]";3;"[""Drink lots of water / fluids"", ""Stay hydrated"", ""Exercise regularly"", ""Taking time to relax""]";"[""Specific event (e.g. holiday, wedding)"", ""To improve my sleep"", ""To improve brain function/ memory""]";"[""Gluten / wheat free"", ""Low calorie"", ""Pescatarian: eat no meat"", ""Low sugar"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]";"[""Trying to have a variety of colors on my plate"", ""Eating out / ordering takeout less frequently"", ""Eating dessert less often"", ""Doing a cleanse"", ""Eating out at places that have healthy options available""]";3+ times a week;"[""Cycling"", ""Cardio / Aerobics / Water aerobics"", ""Weights"", ""Running"", ""Yoga/Pilates""]";"[""Take herbal supplements"", ""Have warm milk""]";"[""Watching TV"", ""Checking emails"", ""Browsing on my cell phone / tablet""]"
1773;7355971800;Female;35-44;High;"[""Partner / spouse""]";2;"[""Drink lots of water / fluids"", ""Eat healthily"", ""Exercise regularly"", ""Meditation / positive mindset methods"", ""Taking time to relax"", ""Stay hydrated"", ""Stress control methods""]";"[""Prevent health conditions in later life"", ""To manage a health / medical condition"", ""To make the most out of/enjoy life""]";"[""Vegetarian: eat no meat or fish"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Organic""]";"[""Cooking more meals at home"", ""Making an effort to find healthy recipes"", ""Doing a cleanse""]";3+ times a week;"[""Running"", ""Cycling"", ""Swimming"", ""Walking"", ""Cardio / Aerobics / Water aerobics""]";"[""Have a bath"", ""Meditate""]";"[""Heavy meal""]"
1776;18125504;Male;35-44;High;"[""Children under 18 years old"", ""Children over 18 years old"", ""Parents"", ""Other family members""]";5+;"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Taking time to relax"", ""Eat healthily""]";"[""To make the most out of/enjoy life"", ""Prevent health conditions in later life"", ""To live longer""]";"[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Flexitarian: eat meat but control the amount eaten"", ""Keto"", ""Paleo""]";"[""Watching the size of my portions"", ""Eating out at places that have healthy options available"", ""Making an effort to find healthy recipes"", ""Snacking less often"", ""Filling half my plate with vegetables"", ""Shopping at places that have a wide selection of healthy options"", ""Eating out / ordering takeout less frequently"", ""Eating dessert less often""]";3+ times a week;"[""Strength training"", ""Running""]";"[""Have a bath"", ""Have a malted milk drink""]";"[""Caffeine"", ""Alcohol"", ""Heavy meal""]"
1790;4254924376;Male;18-24;Medium;"[""Partner / spouse""]";3;"[""Make sure I get enough sleep"", ""Take vitamin / other supplements"", ""Taking time to relax"", ""Eat healthily"", ""Exercise regularly"", ""Drink lots of water / fluids""]";"[""Have more energy"", ""To make the most of treats / indulgent moments"", ""Prevent health conditions in later life""]";"[""Vegan: eat no meat, fish, or dairy""]";"[""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories"", ""Making an effort to find healthy recipes"", ""Watching the size of my portions""]";3+ times a week;"[""Cycling"", ""Cardio / Aerobics / Water aerobics"", ""Swimming"", ""Running"", ""Walking""]";"[""Remove screens from bedrooms e.g. TV, cell phone""]";"[""Checking emails"", ""Watching TV"", ""Caffeine""]"
