,user_id,questions_135556_what_is_your_gender,questions_135557_how_old_are_you,LSM_group1,questions_135613_who_do_you_share_your_home_with,questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with,questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply,questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3,questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways,questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily,questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us,questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply,questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply,questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
1170,3278242227.0,Female,25-34,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To set a good example for my family"", ""To live longer""]","[""Halal""]","[""Watching the size of my portions""]",Once a week,"[""Walking""]","[""Have warm milk""]","[""Caffeine""]"
1171,2893039565.0,Female,45+,Low,"[""I live alone""]",1,"[""Stay hydrated"", ""Drink lots of water / fluids""]","[""Feeling good about myself""]","[""None of the above""]","[""Watching the size of my portions"", ""Eating dessert less often""]",Twice a week,"[""Hiking"", ""Walking""]","[""No, none of these""]","[""Heavy meal""]"
1174,2182362358.0,Male,18-24,Low,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Taking time to relax"", ""Stay hydrated"", ""Make sure I get enough sleep"", ""Exercise regularly""]","[""To make the most of treats / indulgent moments"", ""To support my family"", ""To improve my sleep""]","[""Low sugar""]","[""Cooking more meals at home"", ""Snacking less often""]",3+ times a week,"[""Walking"", ""Running""]","[""Have a bath""]","[""Watching TV"", ""Browsing on my mobile  phone / tablet"", ""Checking emails""]"
1176,5227827948.0,Female,35-44,Medium,"[""Parents""]",2,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""To live longer"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]","[""High protein"", ""Paleo""]","[""Watching the size of my portions"", ""Checking / reading the ingredients in food / drink products"", ""Eating dessert less often""]",Twice a week,"[""Running"", ""Walking""]","[""Have warm milk""]","[""Caffeine"", ""Alcohol""]"
1181,3875400616.0,Female,45+,Low,"[""Children under 18 years old""]",5+,"[""Eat healthily"", ""Drink lots of water / fluids""]","[""To lose / manage my weight"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Low cholesterol"", ""Low salt""]","[""Watching the size of my portions"", ""Eating dessert less often"", ""Trying to have a variety of colors on my plate""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
1185,1412929385.0,Male,25-34,High,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Stay hydrated"", ""Exercise regularly""]","[""Have more energy""]","[""None of the above""]","[""None of the above""]",Twice a week,"[""Other""]","[""No, none of these""]","[""No, none of these""]"
1188,3471726236.0,Female,25-34,Medium,"[""Parents""]",4,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""Feeling good about myself"", ""To manage a health / medical condition"", ""To make the most of treats / indulgent moments""]","[""Flexitarian: eat meat but control the amount eaten""]","[""Making an effort to find healthy recipes""]",Twice a week,"[""Hiking"", ""Walking""]","[""Have a bath""]","[""Heavy meal"", ""Alcohol"", ""Checking emails""]"
1189,1244084010.0,Female,18-24,High,"[""Parents""]",3,"[""Stay hydrated"", ""Exercise regularly"", ""Eat healthily""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""None of the above""]","[""Watching the size of my portions"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Circuit training/ HIIT"", ""Running"", ""Other""]","[""No, none of these""]","[""No, none of these""]"
1193,308572.0,Female,25-34,Medium,"[""Partner / spouse""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Take vitamin / other supplements"", ""Stress control methods"", ""Eat healthily""]","[""Have more energy"", ""To manage a health / medical condition""]","[""Halal"", ""Low sugar""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Eating out / ordering takeout less frequently"", ""Cooking more meals at home""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
1201,4357169327.0,Male,25-34,Medium,"[""Children under 18 years old""]",2,"[""Nothing""]","[""Prevent health conditions in later life"", ""To make the most out of/enjoy life"", ""To set a good example for my family""]","[""None of the above""]","[""None of the above""]",3+ times a week,"[""Cycling""]","[""Have warm milk""]","[""No, none of these""]"
1203,1230126690.0,Female,25-34,High,"[""Partner / spouse""]",1,"[""Exercise regularly""]","[""Have more energy"", ""To improve my sleep"", ""To manage a health / medical condition""]","[""Low salt""]","[""Snacking less often"", ""Eating dessert less often"", ""Watching the size of my portions"", ""Filling half my plate with vegetables""]",Twice a week,"[""Other""]","[""Take herbal supplements"", ""Have a bath"", ""Take sleeping tablets""]","[""Caffeine""]"
1204,7305454856.0,Male,45+,High,"[""Children under 18 years old"", ""Children over 18 years old"", ""Partner / spouse""]",4,"[""Eat healthily"", ""Stay hydrated""]","[""To lose / manage my weight"", ""To improve my sleep"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Gluten / wheat free"", ""Halal"", ""Organic""]","[""Eating out / ordering takeout less frequently"", ""Snacking less often"", ""Eating dessert less often""]",Less often,,"[""Other"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Browsing on my cell phone / tablet"", ""Watching TV""]"
1205,6685093700.0,Female,45+,High,"[""Children over 18 years old""]",5+,"[""Nothing""]","[""To make the most out of/enjoy life"", ""To improve brain function/ memory"", ""To manage a health / medical condition""]","[""None of the above""]","[""None of the above""]",Less often,,"[""No, none of these""]","[""No, none of these""]"
1210,1076180625.0,Female,56+,Low,"[""I live alone""]",,"[""Taking time to relax"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Drink lots of water/fluids""]","[""Have more energy"", ""To lose / manage my weight"", ""To set a good example for my family""]","[""Flexitarian: eat meat but control the amount eaten"", ""Low salt"", ""Low calorie"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low sugar"", ""Low / zero carb""]","[""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Checking / reading the ingredients in food / drink products"", ""Snacking less often""]",Never,,"[""Have a bath""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
1211,3632081434.0,Male,35-44,High,"[""Partner / spouse""]",3,"[""Eat healthily"", ""Taking time to relax""]","[""Feeling good about myself"", ""Have more energy"", ""To lose / manage my weight""]","[""Halal"", ""Low calorie"", ""Low sugar""]","[""Eating out at places that have healthy options available"", ""Eating out / ordering takeout less frequently""]",Twice a week,"[""Strength training"", ""Cycling""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
1212,3109659294.0,Female,25-34,High,"[""Friends / Flatmates""]",2,"[""Eat healthily"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Checking / reading the ingredients in food / drink products"", ""Checking nutritional value of the food / drink I purchase"", ""Counting / tracking calories"", ""Eating dessert less often"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Swimming"", ""Cycling"", ""Yoga/Pilates"", ""Circuit training/ HIIT"", ""Spinning"", ""Weights"", ""Strength training""]","[""Have herbal tea"", ""Have a malted milk drink"", ""Remove screens from bedrooms e.g. TV, cell phone"", ""Have a bath"", ""Take herbal supplements"", ""Have warm milk""]","[""Caffeine"", ""Heavy meal"", ""Browsing on my mobile  phone / tablet""]"
1214,3590391126.0,Female,45+,Medium,"[""Other family members"", ""Children under 18 years old"", ""Partner / spouse""]",5+,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Take vitamin / other supplements""]","[""To manage a health / medical condition"", ""Specific event (e.g. holiday, wedding)"", ""Prevent health conditions in later life""]","[""Low salt""]","[""Shopping at places that have a wide selection of healthy options"", ""Eating out / ordering takeout less frequently"", ""Intermittent fasting""]",Never,,"[""No, none of these""]","[""No, none of these""]"
1219,6212684574.0,Male,25-34,Medium,"[""Parents""]",5+,"[""Taking time to relax"", ""Make sure I get enough sleep""]","[""To live longer"", ""Specific event (e.g. holiday, wedding)"", ""Prevent health conditions in later life""]","[""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Eating out / ordering takeout less frequently"", ""Filling half my plate with vegetables""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Weights"", ""Aerobics""]","[""No, none of these""]","[""No, none of these""]"
1221,3954291696.0,Male,18-24,Medium,"[""Parents""]",5+,"[""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To improve brain function/ memory"", ""To make the most of treats / indulgent moments"", ""To manage a health / medical condition""]","[""Dairy free"", ""Low cholesterol"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Making an effort to find healthy recipes"", ""Shopping at places that have a wide selection of healthy options""]",Few times a month,"[""Running""]","[""Meditate""]","[""Browsing on my cell phone / tablet""]"
1222,6112508544.0,Male,25-34,High,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""To live longer"", ""To improve brain function/ memory"", ""Prevent health conditions in later life""]","[""None of the above""]","[""Making an effort to find healthy recipes"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Doing a cleanse"", ""Cooking more meals at home"", ""Shopping at places that have a wide selection of healthy options""]",3+ times a week,"[""Yoga/Pilates"", ""Cardio / Aerobics / Water aerobics"", ""Walking""]","[""No, none of these""]","[""No, none of these""]"
1225,732121936.0,Male,18-24,Low,"[""Partner / spouse""]",3,"[""Taking time to relax"", ""Make sure I get enough sleep"", ""Stress control methods""]","[""Have more energy"", ""To set a good example for my family""]","[""Pescatarian: eat no meat""]","[""Checking nutritional value of the food / drink I purchase"", ""Shopping at places that have a wide selection of healthy options"", ""Eating dessert less often"", ""Cooking more meals at home""]",Few times a month,"[""Running""]","[""Have warm milk""]","[""Browsing on my cell phone / tablet""]"
1226,3355173409.0,Male,25-34,Medium,"[""I live alone""]",1,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To manage a health / medical condition""]","[""Low sugar""]","[""Eating out / ordering takeout less frequently""]",3+ times a week,"[""Circuit training/ HIIT"", ""Cardio / Aerobics / Water aerobics"", ""Strength training"", ""Weights""]","[""Have a bath"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Watching TV"", ""Checking emails"", ""Browsing on my cell phone / tablet"", ""Caffeine"", ""Alcohol""]"
1228,6532795060.0,Female,25-34,Medium,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Taking time to relax"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To lose / manage my weight""]","[""Flexitarian: eat meat but control the amount eaten"", ""Gluten / wheat free""]","[""Cooking more meals at home"", ""Trying to have a variety of colors on my plate"", ""Making an effort to find healthy recipes"", ""Snacking less often""]",3+ times a week,"[""Yoga/Pilates"", ""Strength training"", ""Swimming"", ""Weights""]","[""Have a bath""]","[""Caffeine""]"
1230,3168323367.0,Female,25-34,Medium,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids"", ""Exercise regularly""]","[""Feeling good about myself"", ""To lose / manage my weight"", ""To make the most of treats / indulgent moments""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes"", ""Cooking more meals at home"", ""Eating dessert less often"", ""Filling half my plate with vegetables"", ""Eating out / ordering takeout less frequently""]",Once a week,"[""Swimming""]","[""Have herbal tea""]","[""Caffeine""]"
1232,6806588260.0,Female,25-34,Medium,"[""Partner / spouse""]",2,"[""Take vitamin / other supplements""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""To improve my sleep""]","[""None of the above""]","[""Eating out / ordering takeout less frequently""]",Less often,,"[""Take herbal supplements""]","[""Browsing on my cell phone / tablet""]"
1236,3659479740.0,Male,45+,Medium,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""To support my family"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Low salt"", ""Low calorie"", ""Low cholesterol"", ""High protein"", ""Low sugar""]","[""Making an effort to find healthy recipes"", ""Watching the size of my portions"", ""Cooking more meals at home"", ""Snacking less often"", ""Filling half my plate with vegetables"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Hiking"", ""Swimming"", ""Walking"", ""Cycling""]","[""Have a bath"", ""Have herbal tea""]","[""Browsing on my cell phone / tablet"", ""Watching TV"", ""Checking emails""]"
